glycan_id,glycan,species,immunogenicity,inferred_origin,link,genus,family,order,class,phylum,kingdom,domain
9415,Fuc(b1-2)Gal(b1-3)[Fuc(b1-2)Gal(b1-4)GlcNAcOS(b1-6)]GalNAc,,,Chordata,,,,,,,,
9416,Man(a1-2)Man(a1-6)Man(a1-6)[Man(a1-2)Man(a1-2)]Man(a1-3)[Man(a1-3)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Saccharomyces_cerevisiae'],,,N,['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukarya']
9417,[GlcNAcOMe(b1-2)]Rha(a1-3)Rha(a1-3)Rha(a1-3)Rha(a1-2)RhaOMe(a1-3)Rha,,1.0,Bacteria,,,,,,,,
9418,Glc(a1-6)[Rha(a1-3)]Glc(b1-3)[Glc(a1-4)]GalOAcN,"['Pseudomonas_aeruginosa', 'Pseudomonas_sp']",,,,['Pseudomonas'],['Pseudomonadaceae'],['Pseudomonadales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria']
9419,GlcOAc(b1-3)GlcOAc(b1-3)[GlcOAc(b1-2)][RhaOAc(a1-4)]GlcOAcOFer(a1-2)FrufOAcOBzOCoum,['Polygala_tenuifolia'],,,,['Polygala'],['Polygalaceae'],['Fabales'],['Dicotyledons'],['Angiosperms'],['Plantae'],['Eukarya']
9420,Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)[Galf(b1-6)Galf(b1-6)Galf(b1-6)Galf(b1-6)Galf(b1-6)]Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf,,,Actinobacteria,,,,,,,,
9421,NeuNAc(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc(b1-2)LDManHep(a1-3)[Glc(b1-4)]LDManHepOPEtn(a1-5)Kdo(b2-6)GlcOPN(b1-6)GlcN,,,Bacteria,,,,,,,,
9422,RhaOMe(a1-2)RhaOMe(b1-4)Xyl(b1-4)[Gal(a1-2)][D-Rha(a1-3)]Fuc(a1-3)[Xyl(b1-4)]Glc,['ParameciumBursariaChlorella_Virus'],,,,['Chlorovirus'],['Phycodnaviridae'],['Virus'],['Virus'],['Virus'],['Virus'],['Virus']
9423,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Fuc(a1-3)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Fuc(a1-3)GlcNAc(b1-2)[Fuc(a1-3)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,,,,,,,,
9424,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,,,Chordata,,,,,,,,
9425,GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal,,,Chordata,,,,,,,,
9426,Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)GalNAc,,,Chordata,,,,,,,,
9427,Xyl(b1-3)Gal(b1-3)[Xyl(b1-3)Rha(a1-3)Xyl(b1-2)]Glc(b1-3)Glc,,,Angiosperms,,,,,,,,
9428,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,,,,,,,,
9429,Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-4)Kdn(a2-6)]GalNAc,,,Chordata,,,,,,,,
9430,D-RhaOMe(b1-2)GalOMe(b1-4)[GlcOMe(b1-2)]GlcOMeA,['Primula_sieboldii'],,,,['Primula'],['Primulaceae'],['Ericales'],['Dicotyledons'],['Angiosperms'],['Plantae'],['Eukarya']
9431,Glc(a1-2)[Fruf(b2-1)[Fruf(b2-6)Fruf(b2-6)]Fruf(b2-6)]Fruf,,,Bacteria,,,,,,,,
9432,AraN(b1-6)GlcN(a1-4)Kdo(a2-4)[Glc(a1-2)Glc(a1-3)Gal(a1-2)[Kdo(a2-3)][6dTalOAcOMe(a1-3)[GlcNAc(a1-3)[GlcNAc(b1-4)]D-Fuc(a1-2)GlcA(b1-4)]D-Fuc(a1-3)GalNAc(a1-4)ManNAc(b1-4)Gal(a1-3)GalNAc(b1-3)Glc(a1-3)Man(a1-6)]Man(a1-4)Man(a1-5)]Kdo(a2-6)GlcN(b1-6)GlcN,,,Bacteria,,,,,,,,
9433,Glc(b1-2)Man(a1-4)Glc(b1-2)Man,['Drosera_capensis'],,,,['Drosera'],['Droseraceae'],['Caryophyllales'],['Dicotyledons'],['Angiosperms'],['Plantae'],['Eukarya']
9434,Glc(b1-4)[Araf(a1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc,,,Angiosperms,,,,,,,,
9435,[Glc(b1-3)GlcOPyr(b1-3)Glc(b1-6)Glc(b1-6)]Glc(b1-4)Glc(b1-4)Glc(b1-3)Gal(b1-4)[Glc(b1-3)GlcOPyr(b1-3)Glc(b1-6)Glc(b1-6)]Glc(b1-4)Glc(b1-4)[Glc(b1-2)]Glc(b1-3)Gal(b1-4)Glc,['Agrobacterium_tumefaciens'],,,,['Agrobacterium'],['Rhizobiaceae'],['Rhizobiales'],['Alphaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria']
9436,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,,,,,,,,
9437,GlcOMe(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)[Glc(b1-3)]GlcOMe(a1-4)GlcOMe(a1-4)[Glc(b1-3)]Glc(a1-6)GlcGroA,['Mycobacterium_bovis'],,,,['Mycobacterium'],['Mycobacteriaceae'],['Actinomycetales'],['Actinobacteria'],['Actinobacteria'],['Bacteria'],['Bacteria']
9438,Rha(a1-2)[Glc(a1-3)]Rha(a1-3)Rha(a1-3)GlcNAc,,,Bacteria,,,,,,,,
9439,GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl,,,Bacteria,,,,,,,,
9440,Man(a1-3)Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-3)Man(a1-2)[Man(a1-3)Man(a1-6)]Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,,,Ascomycota,,,,,,,,
9441,GlcNSOS(a1-4)GlcA(b1-4)GlcOSN,,,Bacteria,,,,,,,,
9442,Rha(a1-2)Rha(a1-2)Rha(a1-1)Glc,,,Bacteria,,,,,,,,
9443,Galf(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)[Galf(a1-3)]Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAcN,['Schizosaccharomyces_pombe'],,,,['Schizosaccharomyces'],['Schizosaccharomycetaceae'],['Schizosaccharomycetales'],['Schizosaccharomycetes'],['Ascomycota'],['Fungi'],['Eukarya']
9444,Glc(a1-6)[Glc(a1-3)]Glc(a1-6)Glc,['Leuconostoc_mesenteroides'],,,,['Leuconostoc'],['Leuconostocaceae'],['Lactobacillales'],['Bacilli'],['Firmicutes'],['Bacteria'],['Bacteria']
9445,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya']
9446,GlcN(a1-6)Man(a1-3)[GlcN(a1-6)Man(a1-6)]Man(a1-5)Kdo(a2-6)GlcN(b1-6)GlcN-ol,['Tannerella_forsythia'],,,,['Tannerella'],['Porphyromonadaceae'],['Bacteroidales'],['Bacteroidetes'],['Bacteroidetes'],['Bacteria'],['Bacteria']
9447,Glc(b1-6)Glc(b1-4)The,,,Angiosperms,,,,,,,,
9448,KdoOP(a2-6)GlcOPN(b1-6)GlcN,,,Bacteria,,,,,,,,
9449,Man(a1-3)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Mus_musculus'],,,N,['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya']
9450,Glc(a1-2)Glc(a1-2)[GalNAc(a1-3)]Gal(a1-3)Glc(a1-3)[LDManHepOPPEtn(a1-7)]LDManHep(a1-3)LDManHep(a1-5)Kdo,['Citrobacter_freundii'],,,,['Citrobacter'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria']
9451,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc,,,Chordata,,,,,,,,
9452,Araf(a1-3)Xyl(b1-4)Xyl(b1-4)[Araf(a1-3)]Xyl(b1-4)[Araf(a1-3)]Xyl(b1-4)Xyl,['Zea_mays'],,,,['Zea'],['Poaceae'],['Poales'],['Monocotyledons '],['Angiosperms'],['Plantae'],['Eukarya']
9453,NeuNAc(a2-6)Gal(b1-4)[NeuNAc(a2-6)]GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,,,,,,,,
9454,Gal(b1-3)[Gal(b1-4)GlcNAcOS(b1-3)Gal(b1-4)GlcNAcOS(b1-6)]GalNAc,,,Chordata,,,,,,,,
9455,GalNAc(a1-3)[GlcNAc(a1-4)]GalNAc(a1-4)Glc,,,Bacteria,,,,,,,,
9456,Man(a1-2)Man(a1-6)Man(a1-6)[Man(a1-2)Man(a1-2)]Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Saccharomyces_cerevisiae'],,,N,['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukarya']
9457,Glc(b1-4)[Xyl(a1-6)]Man,['Nicotiana_plumbaginifolia'],,,,['Nicotiana'],['Solanaceae'],['Solanales'],['Dicotyledons'],['Angiosperms'],['Plantae'],['Eukarya']
9458,Kdo(a2-4)Kdo(a2-4)[Man(a1-2)DDManHep(a1-3)[Man(a1-4)]DDManHep(a1-5)]Kdo,,,Bacteria,,,,,,,,
9459,GalNAcA(b1-4)GalNAcA(a1-4)GalNAcA(a1-3)QuiNAc(a1-4)GalNAcA,,1.0,Bacteria,,,,,,,,
9460,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)GalNAc(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,,,,,,,,
9461,[Glc(a1-4)Glc(a1-4)Glc(a1-6)]Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc,['Oryza_sativa'],,,,['Oryza'],['Poaceae'],['Poales'],['Monocotyledons '],['Angiosperms'],['Plantae'],['Eukarya']
9462,Man(a1-2)Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-2)Man,"['Candida_albicans', 'Candida_parapsilosis']",,,,['Candida'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukarya']
9463,D-Rha(a1-2)Man(a1-3)D-Rha,"['Rathayibacter_tanaceti', 'Rathayibacter_toxicus']",,,,['Rathayibacter'],['Microbacteriaceae'],['Actinomycetales'],['Actinobacteria'],['Actinobacteria'],['Bacteria'],['Bacteria']
9464,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Bos_taurus'],,,N,['Bos'],['Bovidae'],['Artiodactyla'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya']
9465,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,"['Bos_taurus', 'Homo_sapiens', 'Sus_scrofa']",0.0,,N,"['Bos', 'Homo', 'Sus']","['Bovidae', 'Hominidae', 'Suidae']","['Artiodactyla', 'Primates']",['Mammalia'],['Chordata'],['Animalia'],['Eukarya']
9466,NeuNAc(a2-3)[GalNAc(b1-4)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc,,,Chordata,,,,,,,,
9467,GlcN(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,['Rhizobium_tropici'],,,,['Rhizobium'],['Rhizobiaceae'],['Rhizobiales'],['Alphaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria']
9468,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,,,,,,,,
9469,[GalOPyr(a1-4)GlcA(b1-4)]Gal(a1-6)Gal(b1-3)Gal(b1-3)Gal,['Erwinia_amylovora'],,,,['Erwinia'],['Erwiniaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria']
9470,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Man,,,Chordata,,,,,,,,
9471,Rha(a1-3)[Glc(a1-2)Rha(a1-4)Glc(a1-3)Rha(b1-4)Glc(b1-4)]Glc(a1-2)Rha,,,Bacteria,,,,,,,,
9472,GlcNAc(a1-3)ManNAc(b1-4)GalNAc(b1-3)GlcNAc(a1-3)ManNAc(b1-4)GalNAc(b1-3)GlcNAc(a1-3)[GlcNAc(a1-3)ManNAc(b1-4)GalNAc(b1-3)GlcNAc(a1-3)ManNAc(b1-4)GalNAc(b1-3)GlcNAc(a1-4)]ManNAc(b1-3)GlcNAc(a1-3)ManNAc(b1-3)GlcNAc(a1-3)GlcNAc,,,Bacteria,,,,,,,,
9473,Glc(b1-4)[GlcA(b1-2)ManOAc(a1-3)]Glc(b1-4)Glc,['Xanthomonas_campestris'],,,,['Xanthomonas'],['Xanthomonadaceae'],['Xanthomonadales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria']
9474,Glc(b1-4)GlcA(b1-4)Glc,['Xanthobacter_sp'],,,,['Xanthobacter'],['Xanthobacteraceae'],['Rhizobiales'],['Alphaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria']
9475,Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Antheraea_pernyi', 'Apis_mellifera', 'Arabidopsis_thaliana', 'Armoracia_rusticana', 'AvianInfluenzaA_Virus', 'Bombyx_mori', 'Bos_taurus', 'Caenorhabditis_elegans', 'Cricetulus_griseus', 'Drosophila_melanogaster', 'Felis_catus', 'Gallus_gallus', 'Helix_pomatia', 'Homo_sapiens', 'HumanImmunoDeficiency_Virus', 'Lupinus_luteus', 'Mamestra_brassicae', 'Megathura_crenulata', 'Mus_musculus', 'Nicotiana_alata', 'Phaseolus_vulgaris', 'Physcomitrella_patens', 'Rattus_norvegicus', 'Saccharomyces_cerevisiae', 'Schizosaccharomyces_pombe', 'SemlikiForest_Virus', 'Spodoptera_frugiperda', 'Synsepalum_dulcificum', 'Trichinella_spiralis']",0.0,,N,"['Alphainfluenzavirus', 'Alphavirus', 'Antheraea', 'Apis', 'Arabiopsis', 'Armoracia', 'Bombyx', 'Bos', 'Caenorhabditis', 'Cricetulus', 'Drosophila', 'Felis', 'Gallus', 'Helix', 'Homo', 'Lentivirus', 'Lupinus', 'Mamestra', 'Megathura', 'Mus', 'Nicotiana', 'Phaseolus', 'Physcomitrella', 'Rattus', 'Saccharomyces', 'Schizosaccharomyces', 'Spodoptera', 'Synsepalum', 'Trichinella']","['Apidae', 'Bombycidae', 'Bovidae', 'Brassicaceae', 'Cricetidae', 'Drosophilidae', 'Fabaceae', 'Felidae', 'Fissurellidae', 'Funariaceae', 'Helicidae', 'Hominidae', 'Muridae', 'Noctuidae', 'Orthomyxoviridae', 'Phasianidae', 'Retroviridae', 'Rhabditidae', 'Saccharomycetaceae', 'Sapotaceae', 'Saturniidae', 'Schizosaccharomycetaceae', 'Solanaceae', 'Togaviridae', 'Trichinellidae']","['Archaeogastropoda', 'Articulavirales', 'Artiodactyla', 'Brassicales', 'Carnivora', 'Diptera', 'Ericales', 'Fabales', 'Funariales', 'Galliformes', 'Hymenoptera', 'Lepidoptera', 'Ortervirales', 'Primates', 'Rhabditida', 'Rodentia', 'Saccharomycetales', 'Schizosaccharomycetales', 'Solanales', 'Stylommatophora', 'Trichocephalida', 'Virus']","['Aves', 'Bryopsida', 'Chromadorea', 'Dicotyledons', 'Enoplea', 'Gastropoda', 'Insecta', 'Insthoviricetes', 'Mammalia', 'Saccharomycetes', 'Schizosaccharomycetes', 'Virus']","['Angiosperms', 'Arthropoda', 'Ascomycota', 'Bryophyta', 'Chordata', 'Mollusca', 'Negarnaviricota', 'Nematoda', 'Virus']","['Animalia', 'Fungi', 'Plantae', 'Riboviria', 'Virus']","['Eukarya', 'Virus']"
9476,GlcA(b1-3)Gal(b1-3)GalNAc(a1-4)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcA(b1-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Trichoplusia_ni'],,,,['Trichoplusia'],['Noctuidae'],['Lepidoptera'],['Insecta'],['Arthropoda'],['Animalia'],['Eukarya']
9477,NeuNGc(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,,,,,,,,
9478,Araf(a1-3)[Gal(a1-4)Xyl(b1-3)[GlcA(a1-2)[Araf(a1-3)[Araf(a1-2)[Xyl(b1-3)Araf(a1-3)][Araf(a1-3)[Araf(a1-3)[Xyl(b1-3)Araf(a1-2)[Xyl(b1-3)][Gal(a1-5)Araf(a1-3)[Xyl(b1-2)Araf(a1-2)[Araf(a1-3)][Xyl(b1-3)[GlcA(a1-2)[Araf(a1-3)][Gal(a1-4)Xyl(b1-2)Araf(a1-3)[Xyl(b1-3)Araf(a1-3)[Araf(a1-2)[Araf(a1-3)][Xyl(b1-3)[Araf(a1-3)[Araf(a1-2)[Araf(a1-3)][GlcA(a1-2)Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)]Xyl(b1-4)]Xyl,,,Angiosperms,,,,,,,,
9479,Gal(b1-3)GlcNAc(b1-3)[Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,,,Chordata,,,,,,,,
9480,GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-3)Fuc(a1-4)Kdn(a2-6)]GalNAc,,,Chordata,,,,,,,,
9481,"LDManHep(a1-2)LDManHep(a1-3)[PseNAcNGro(b2-6)Glc(b1-4)]DDManHepOEtn(a1-5)4,7-Anhydro-KdoOPEtn",['Vibrio_vulnificus'],,,,['Vibrio'],['Vibrionaceae'],['Vibrionales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria']
9482,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[D-Fuc(a1-6)]GlcNAc,,,Chordata,,,,,,,,
9483,Rha(a1-3)Rha(a1-3)Man(a1-2)Man(a1-2)[Glc(a1-4)Gal(b1-6)]Man-ol,['Scedosporium_boydii'],,,,['Scedosporium'],['Microascaceae'],['Microascales'],['Sordariomycetes'],['Ascomycota'],['Fungi'],['Eukarya']
9484,NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-6)]Man(a1-6)[NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-4)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Calloselasma_rhodostoma'],,,N,['Calloselasma'],['Viperidae'],['Squamata'],['Reptilia'],['Chordata'],['Animalia'],['Eukarya']
9485,Kdn(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,,,,,,,,
9486,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(b1-4)Glc,,,Chordata,,,,,,,,
9487,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,,,,,,,,
9488,L-DigOMe(a1-4)D-6dAraHexOMe(b1-4)Dig(b1-4)Dig,['Cynanchum_africanum'],,,,['Cynanchum'],['Apocynaceae'],['Gentianales'],['Dicotyledons'],['Angiosperms'],['Plantae'],['Eukarya']
9489,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal,,1.0,Chordata,,,,,,,,
9490,GlcNOCmOAch(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAcOS,['Rhizobium_giardinii'],,,,['Rhizobium'],['Rhizobiaceae'],['Rhizobiales'],['Alphaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria']
9491,Fuc(a1-2)Gal(b1-3)[NeuNGc(a2-6)]GalNAc,['Sus_scrofa'],,,O,['Sus'],['Suidae'],['Artiodactyla'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya']
9492,ManNAcA(b1-4)ManNAcA(b1-3)QuiNAc(a1-4)ManNAcA,['Pseudomonas_mediterranea'],,,,['Pseudomonas'],['Pseudomonadaceae'],['Pseudomonadales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria']
9493,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc,,,Bacteria,,,,,,,,
9494,GalN(a1-3)GalN(b1-6)Glc(a1-5)Kdo(a2-8)[Glc(b1-6)Glc(a1-5)][Kdo(a2-4)]Kdo,['Acinetobacter_lwoffii'],,,,['Acinetobacter'],['Moraxellaceae'],['Pseudomonadales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria']
9495,Gal(a1-6)[Fuc(a1-4)]Gal(a1-6)Gal(a1-6)Man(a1-6)Gal(a1-6)[Fuc(a1-2)]Gal(a1-6)Gal(a1-6)Gal(a1-6)[Fuc(a1-4)]Gal(a1-6)Gal(a1-6)Man(a1-6)Gal(a1-6)[Fuc(a1-4)]Gal(a1-6)Gal(a1-6)Gal(a1-6)Gal,['Taiwanofungus_camphoratus'],,,,['Taiwanofungus'],['undetermined'],['Polyporales'],['Agaricomycetes'],['Basidiomycota'],['Fungi'],['Eukarya']
9496,Galf(b1-3)Gal(a1-6)[Glc(b1-5)]Galf(b1-3)Gal(a1-6)Galf(b1-3)Gal(a1-6)Galf(b1-3)Gal,['Bifidobacterium_longum'],,,,['Bifidobacterium'],['Bifidobacteriaceae'],['Bifidobacteriales'],['Actinobacteria'],['Actinobacteria'],['Bacteria'],['Bacteria']
9497,GlcOSA(b1-3)GalNAcOS(b1-4)GlcA(b1-3)GalNAcOS(b1-4)GlcA(b1-3)GalNAcOS,,,Bacteria,,,,,,,,
9498,GlcOP(b1-3)Gal(b1-4)Man,['Leishmania_mexicana'],,,,['Leishmania'],['Trypanosomatidae'],['Trypanosomatida'],['Kinetoplastida'],['Euglenozoa'],['Excavata'],['Eukarya']
9499,Gal(b1-4)GlcNAc(b1-2)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,,,,,,,,
