seqs,preds,method
"['ManOAc', 'a1-2', 'Man', 'a1-4', '1-5', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00049573416,Mutated-Random
"['Glc', 'b1-2', '1-5', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",4.4944136e-06,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', '1-6', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",1.7081167e-05,Mutated-Random
"['Man', 'a1-2', 'Man', '1-1', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', 'Man']",1.43502475e-05,Mutated-Random
"['Glc', 'b1-2', '1-3', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.828741e-06,Mutated-Random
"['Man', 'a1-3', '1dEry-ol', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",0.00013823636,Mutated-Random
"['Gal', 'b1-3', '1dAlt-ol', 'b1-4', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00011039262,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1dAlt-ol', '1-1', '1-1', '1-1']",1.7825845e-05,Mutated-Random
"['Man', 'b1-4', 'Rha', 'a1-3', 'GalOAc', 'a1-6', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1']",1.35764085e-05,Mutated-Random
"['QuiNAlaBut', 'b1-6', '1-1', 'a1-3', 'L-QuiNAc', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",0.00010204472,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1dEry-ol', '1-1', '1-1']",1.7580245e-05,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-4', '1-1', '1-1', '1-1', '1-1']",1.1885548e-05,Mutated-Random
"['RhaOS', 'a1-3', '1-6', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00032001443,Mutated-Random
"['GlcNAc', 'b1-3', 'GlcNAc', '1-1', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.9347572e-05,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1dEry-ol', '1-1', '1-1', '1-1', '1-1']",0.00023301021,Mutated-Random
"['D-Araf', '2,5-Anhydro-Man', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0010236178,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-6', '1-1', '1-1']",2.4025474e-05,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-3', '1-1']",3.6610138e-05,Mutated-Random
"['Gal', 'b1-3', '1-6', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0001380891,Mutated-Random
"['Man', 'a1-2', 'Man', '1-3', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', 'Man']",1.410858e-05,Mutated-Random
"['Man', 'b1-4', '1-1', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1']",4.6221696e-05,Mutated-Random
"['Gal', 'b1-3', '2,5-Anhydro-Man-ol', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.964106e-05,Mutated-Random
"['Gal', 'a1-2', 'D-Fuc', 'a1-3', '1dEry-ol', 'b1-3', 'D-Fuc', '1-1', '1-1', '1-1', '1-1']",6.717654e-06,Mutated-Random
"['Glc', 'b1-6', '1-1', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00035641907,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-5', '1-1', '1-1', '1-1']",3.172664e-05,Mutated-Random
"['2,5-Anhydro-Man', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",2.2304597e-05,Mutated-Random
"['Glc', 'a1-3', 'Glc', 'a1-3', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.3871438e-05,Mutated-Random
"['1-6', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",4.145e-06,Mutated-Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-1', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1']",6.3514046e-05,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1']",0.00094736874,Mutated-Random
"['ManOMe', '1-6', 'Man', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00041055074,Mutated-Random
"['1-5', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0002088358,Mutated-Random
"['ManOAc', 'a1-2', '2,5-Anhydro-Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",4.4972717e-06,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', '1-6', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0006127738,Mutated-Random
"['Glc', 'b1-6', 'Glc', '1-5', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.519281e-05,Mutated-Random
"['D-FucNAc', 'b1-4', '1dEry-ol', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",2.01948e-05,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0014030812,Mutated-Random
"['Glc', 'b1-4', '1-4', 'a1-2', 'GalOP', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",3.4115907e-05,Mutated-Random
"['1-6', 'a1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.3346386e-05,Mutated-Random
"['ManOMe', 'a1-2', 'Man', 'a1-2', 'Man', '1-1', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1']",1.2332766e-05,Mutated-Random
"['ManOMe', 'a1-2', 'Man', 'a1-2', 'Man', '1-1', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1', '1-1']",9.345047e-06,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1dAlt-ol']",8.2221864e-05,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man', '1-1']",0.0022782227,Mutated-Random
"['ManOAc', 'a1-2', '1-2', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",9.497633e-06,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', '1-1', 'GlcNAc', 'b1-4', 'GlcNAc']",0.0029805964,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00028237383,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', '1-2', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",1.5850694e-05,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', '1-1', 'GlcNAc']",0.00034243,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-6']",0.00010310226,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', '1-6', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00017731903,Mutated-Random
"['ManOMe', '1-5', 'Man', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.9907325e-05,Mutated-Random
"['ManOAc', 'a1-2', 'Man', '1-6', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.490152e-05,Mutated-Random
"['GlcA', 'a1-2', 'Galf', 'b1-6', '1-2', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.5751437e-05,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-2']",0.000100222554,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-5']",8.331871e-05,Mutated-Random
"['GlcA', 'a1-2', 'Galf', 'b1-6', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",8.7188695e-05,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-6', '1-1']",6.8383284e-05,Mutated-Random
"['Gal', 'b1-3', '1-5', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.0226226e-05,Mutated-Random
"['Glc', '1-6', 'Xyl', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.9147645e-06,Mutated-Random
"['Galf', '1-1', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', 'Galf']",7.109403e-06,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-6', '1-1', '1-1', '1-1']",0.00018693719,Mutated-Random
"['Glc', 'b1-6', '1-4', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0001282048,Mutated-Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', 'a1-3', '1-4', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",6.617788e-06,Mutated-Random
"['Man', '1-1', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",7.832237e-05,Mutated-Random
"['QuiNAlaBut', 'b1-6', '1-2', 'a1-3', 'L-QuiNAc', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",0.000113404254,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-6', '1-1']",3.5625148e-05,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-3', '1-1', '1-1', '1-1', '1-1']",4.618035e-05,Mutated-Random
"['Glc', 'b1-6', 'Glc', '1-6', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.6180862e-05,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-2', '1-1', '1-1', '1-1', '1-1']",6.481629e-05,Mutated-Random
"['Glc', 'b1-4', 'Rha', 'a1-2', 'GalOP', 'a1-3', 'Gal', '1dEry-ol', 'Glc', 'b1-4', 'Glc']",4.090347e-05,Mutated-Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', '1dEry-ol']",5.739108e-05,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', '2,5-Anhydro-Man-ol', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",5.4436446e-06,Mutated-Random
"['Man', 'b1-4', 'Rha', 'a1-3', 'GalOAc', '1dEry-ol', 'Man', '1-1', '1-1', '1-1', '1-1']",1.036207e-05,Mutated-Random
"['Galf', 'b1-5', '1dEry-ol', 'b1-6', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.9464308e-06,Mutated-Random
"['Man', 'b1-4', 'Rha', 'a1-3', 'GalOAc', 'a1-6', '1-4', '1-1', '1-1', '1-1', '1-1']",3.6172169e-06,Mutated-Random
"['RhaOS', 'a1-3', '1dAlt-ol', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00032496414,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man-ol']",2.1168555e-05,Mutated-Random
"['ManOAc', 'a1-2', 'Man', '1dEry-ol', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.6184207e-05,Mutated-Random
"['D-Araf', 'b1-3', '2,5-Anhydro-Man', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00070344115,Mutated-Random
"['GlcNAc', 'b1-3', 'GlcNAc', '1-6', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.0085752e-05,Mutated-Random
"['Galf', 'a1-2', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', '1dEry-ol']",4.3669792e-05,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1dEry-ol', '1-1', '1-1', '1-1']",4.0935203e-05,Mutated-Random
"['GlcA', 'b1-3', '1-6', 'a1-3', 'GalNAc', 'a1-2', 'Fuc', 'a1-2', 'GlcA', '1-1', '1-1']",1.13595415e-05,Mutated-Random
"['D-Araf', 'b1-3', '1dAlt-ol', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0001317537,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'b1-4', '1dAlt-ol', 'b1-4', 'GlcNAc', '1-1', '1-1']",1.7162114e-05,Mutated-Random
"['GlcA', 'a1-2', 'Galf', 'b1-6', '1dEry-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00011652372,Mutated-Random
"['RhaOS', 'a1-3', '1-4', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00014215171,Mutated-Random
"['RhaOS', '2,5-Anhydro-Man-ol', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0131758945,Mutated-Random
"['GalfOAc', '1-5', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",8.342907e-06,Mutated-Random
"['Man', 'a1-2', 'Man', '2,5-Anhydro-Man', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', 'Man']",3.7231914e-06,Mutated-Random
"['Glc', 'b1-4', '1dEry-ol', 'a1-2', 'GalOP', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",6.2313648e-06,Mutated-Random
"['Man', '1-2', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",4.49554e-05,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-2', '1-1', '1-1']",2.4776755e-05,Mutated-Random
"['GlcA', 'a1-2', 'Galf', 'b1-6', '1-5', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.6265456e-05,Mutated-Random
"['Man', 'b1-4', '2,5-Anhydro-Man-ol', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1']",7.607039e-05,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1']",0.00040256997,Mutated-Random
"['ManOAc', '2,5-Anhydro-Man', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.8097349e-05,Mutated-Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-4', '1-1', '1-1', '1-1', '1-1', '1-1']",3.6294405e-06,Mutated-Random
"['ManOMe', 'a1-2', 'Man', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-5', '1-1']",6.084557e-06,Mutated-Random
"['D-Araf', '1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00035330953,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', '1-2', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00029739318,Mutated-Random
"['ManOAc', '1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00013773801,Mutated-Random
"['1-3', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00033175727,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-3', '1-1', '1-1', '1-1', '1-1']",7.859258e-05,Mutated-Random
"['Glc', 'b1-4', '2,5-Anhydro-Man', 'a1-2', 'GalOP', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",3.575407e-05,Mutated-Random
"['2,5-Anhydro-Man-ol', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",1.7601447e-05,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-5', '1-1', '1-1', '1-1']",6.4429187e-06,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'b1-4', '1-3', 'b1-4', 'GlcNAc', '1-1', '1-1']",7.1015065e-06,Mutated-Random
"['Glc', 'a1-3', '1dEry-ol', 'a1-3', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.8626395e-06,Mutated-Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', 'a1-3', 'L-QuiNAc', '1dEry-ol', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",7.949547e-06,Mutated-Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-4', '1-1']",1.904274e-05,Mutated-Random
"['D-FucNAc', 'b1-4', 'QuiNAc', 'b1-3', '1-2', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",6.2351432e-06,Mutated-Random
"['1-6', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc', 'a1-6', 'GlcNAc', '1-1', '1-1']",4.3565365e-06,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0015853458,Mutated-Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', '1-2']",5.271065e-05,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '2,5-Anhydro-Man', '1-1', '1-1', '1-1']",2.0683896e-05,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', '2,5-Anhydro-Man', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.003209101,Mutated-Random
"['Man', '1-5', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",9.387406e-06,Mutated-Random
"['GlcNAc', 'b1-3', 'GlcNAc', 'b1-6', 'GalNAc', '1-1', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1']",4.100719e-06,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1']",6.7993096e-06,Mutated-Random
"['Glc', 'b1-2', '1-6', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.5344853e-05,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-4']",0.00061754475,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', '1-3', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00044245474,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', '1-4', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",4.310221e-06,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0016523064,Mutated-Random
"['ManOAc', 'a1-2', '2,5-Anhydro-Man-ol', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",4.5394418e-06,Mutated-Random
"['RhaOS', '1-1', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00400753,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-4']",1.601179e-05,Mutated-Random
"['D-FucNAc', 'b1-4', 'QuiNAc', 'b1-3', '1-3', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",4.6773976e-06,Mutated-Random
"['1-6', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00054625946,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.1281447e-06,Mutated-Random
"['Glc', 'b1-2', '1-2', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.0917727e-05,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0010579099,Mutated-Random
"['Galf', 'a1-2', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', '1-3']",3.591573e-05,Mutated-Random
"['Glc', 'a1-3', 'Glc', 'a1-3', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.026167e-05,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-3', '1-1', '1-1']",0.00011890967,Mutated-Random
"['QuiNAlaBut', 'b1-6', '1-6', 'a1-3', 'L-QuiNAc', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",0.00011412107,Mutated-Random
"['Man', 'b1-4', 'Rha', 'a1-3', 'GalOAc', 'a1-6', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1']",9.581434e-06,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-2', '1-1', '1-1', '1-1']",0.00024289671,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-6', '1-1', '1-1', '1-1', '1-1', '1-1']",8.7770146e-05,Mutated-Random
"['Glc', 'b1-6', 'Glc', 'b1-3', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00094532565,Mutated-Random
"['Gal', 'a1-2', 'D-Fuc', 'a1-3', 'Galf', '1-1', 'D-Fuc', '1-1', '1-1', '1-1', '1-1']",2.0401565e-05,Mutated-Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', '1-1']",7.775843e-06,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', '1-4', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00019519422,Mutated-Random
"['RhaOS', '1-6', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.030986575,Mutated-Random
"['2,5-Anhydro-Man', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00033676004,Mutated-Random
"['Galf', '1dEry-ol', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', 'Galf']",4.086445e-06,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', '1-4']",4.6372697e-05,Mutated-Random
"['Glc', 'a1-3', 'Glc', '1dEry-ol', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.840119e-06,Mutated-Random
"['Galf', 'a1-2', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', '1-6']",3.8877228e-05,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1dEry-ol', '1-1', '1-1', '1-1', '1-1', '1-1']",5.2376872e-05,Mutated-Random
"['Man', '1dAlt-ol', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",4.5050165e-05,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-5', '1-1', '1-1', '1-1', '1-1']",4.6011573e-05,Mutated-Random
"['GalfOAc', '2,5-Anhydro-Man-ol', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.0514547e-05,Mutated-Random
"['D-Araf', 'b1-3', '2,5-Anhydro-Man-ol', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0007122409,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', '1-5', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00034912318,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', '1-3', 'GlcNAc']",0.0004877817,Mutated-Random
"['GalfOAc', 'b1-4', '1-3', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.004400505,Mutated-Random
"['Glc', 'b1-2', '2,5-Anhydro-Man-ol', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.733871e-06,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1', '1-1']",1.41618e-05,Mutated-Random
"['1dAlt-ol', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00021087448,Mutated-Random
